ingredient_id,recipe_id,name
1061,289,1 small sweet onion (such as vidalia®)
709,289,thinly sliced
738,289,2 tablespoons chopped fresh mint
132,289,or more to taste
1062,289,6 ounces crumbled blue cheese
1063,290,3 cups chopped watermelon
1064,290,½ cup chopped green bell pepper
886,290,2 tablespoons lime juice
1065,290,2 tablespoons chopped fresh cilantro
1066,290,1 tablespoon chopped green onions
1067,290,1 tablespoon chopped jalapeno pepper
1068,290,½ teaspoon garlic salt
1069,291,½  seedless watermelon
1070,291,2 cups cold water
22,291,½ cup white sugar
173,291,or to taste
37,291,½ cup water
1071,292,2 cups diced honeydew melon
1072,292,1  english (seedless) cucumber
194,292,peeled and diced
1073,292,1 small onion
105,292,diced
1074,292,1  avocado - peeled
452,292,pitted
220,292,and chopped
1075,292,1  jalapeno pepper
1076,292,seeded and coarsely chopped
815,292,1 clove garlic
103,292,chopped
1058,292,¼ cup white balsamic vinegar
717,292,1 tablespoon lime juice
726,292,salt and freshly ground black pepper to taste
1077,293,1 cup cubed seeded watermelon
958,293,1 cup seedless grapes
1078,293,1 cup cubed cantaloupe
1079,293,1 cup hulled and quartered strawberries
1080,293,1 cup peeled and quartered kiwi
1081,293,1 cup fresh blueberries
1082,293,3 sprigs fresh mint
883,293,2 teaspoons white sugar
1083,293,3 tablespoons fresh lime juice
1084,294,2 cups diced seedless watermelon
1039,294,2 cups water
198,294,1 tablespoon white sugar
132,294,or more to taste
1085,295,¼  lime
604,295,juiced
1086,295,¼ cup chopped seedless watermelon
1087,295,½ cup ice
19,295,or as needed
1088,295,2 tablespoons gin
173,295,or to taste
1089,295,2 cups tonic water
1090,296,1 slice watermelon
1091,296,rind removed
369,296,½ cup ice cubes
19,296,or as needed
1092,296,1 (1.5 fluid ounce) jigger vodka
1093,297,¾ fluid ounce vodka (such as absolut®)
1094,297,¾ fluid ounce lemon juice
1095,297,2 ½ teaspoons white sugar
57,297,divided
132,297,or more to taste
644,297,1  lemon
940,297,cut into wedges
1096,298,⅔ cup fresh orange juice
1097,298,⅓ cup fresh lemon juice
1098,298,⅓ cup packed brown sugar
1099,298,½ teaspoon grated orange zest
1100,298,½ teaspoon grated lemon zest
79,298,1 teaspoon vanilla extract
1101,299,¾ cup fresh lemon juice
126,299,¾ cup white sugar
20,299,½ cup unsalted butter
933,299,cubed
254,299,3 large eggs
1102,299,1 tablespoon grated lemon zest
1103,300,2 ½ cups ice
57,300,divided
1104,300,2 fluid ounces gin
1094,300,¾ fluid ounce lemon juice
1105,300,½ fluid ounce simple syrup
1106,300,2 fluid ounces club soda
1107,300,1  lemon wedge
1108,301,4  cornish game hens
929,301,3 tablespoons olive oil
57,301,divided
620,301,salt and pepper to taste
644,301,1  lemon
5,301,quartered
1109,301,8 sprigs fresh rosemary
57,301,divided
1110,301,24 cloves garlic
1111,301,⅓ cup white wine
1112,301,⅓ cup low-sodium chicken broth
359,302,¾ cup butter
1113,302,3 tablespoons minced garlic
1114,302,2 pounds large sea scallops
1115,302,2 tablespoons fresh lemon juice
51,302,1 teaspoon salt
1116,302,⅛ teaspoon pepper
1117,303,3 pounds potatoes
1118,303,peeled and cut into thick wedges
1119,303,⅓ cup olive oil
959,303,2  lemons
604,303,juiced
128,303,2 teaspoons salt
1120,303,1 teaspoon oregano
290,303,½ teaspoon ground black pepper
1121,303,3 cups chicken broth
1122,304,6  lemons
34,304,1 cup white sugar
1123,304,6 cups water
327,304,or more as needed
1124,305,2 cups oil
19,305,or as needed
887,305,2 tablespoons extra-virgin olive oil
1125,305,1 tablespoon lemon-pepper seasoning
1126,305,12  chicken wings
257,306,1 large egg
201,306,beaten
1127,306,1 ½ medium lemons
604,306,juiced
57,306,divided
39,306,1 cup all-purpose flour
1128,306,1 pinch garlic powder
1129,306,1 pinch paprika
823,306,6  skinless
497,306,boneless chicken breast halves
84,306,2 tablespoons butter
1130,306,1 (14.5 ounce) can chicken broth
1131,306,6 slices  lemon
371,306,for garnish
1132,306,2 sprigs fresh parsley
371,306,for garnish
20,307,½ cup unsalted butter
697,307,at room temperature
82,307,2 tablespoons lemon juice
274,307,½ teaspoon vanilla extract
1133,307,3 cups confectioners' sugar
1134,308,¼ cup red wine vinegar
1135,308,2 tablespoons dijon mustard
815,308,1 clove garlic
816,308,minced
1136,308,1 teaspoon dried oregano
922,308,½ teaspoon kosher salt
333,308,¼ teaspoon ground black pepper
515,308,½ cup olive oil
1115,308,2 tablespoons fresh lemon juice
1137,309,1 ¾ cups unsweetened pineapple juice
34,309,1 cup white sugar
149,309,2  eggs
201,309,beaten
136,309,2 tablespoons all-purpose flour
1138,309,2 ½ teaspoons salt
57,309,divided
317,309,1 tablespoon lemon juice
202,309,1 tablespoon vegetable oil
1139,309,1 (16 ounce) package acini di pepe pasta
1140,309,3 (11 ounce) cans mandarin oranges
421,309,drained
1141,309,2 (20 ounce) cans pineapple tidbits
421,309,drained
543,309,1 (20 ounce) can crushed pineapple
421,309,drained
1142,309,1 (8 ounce) container frozen whipped topping
26,309,thawed
1143,309,1 cup miniature marshmallows
1144,309,1 cup shredded coconut
1145,310,2 (4 ounce) lobster tails
280,310,4 tablespoons butter
1146,310,1 teaspoon lemon zest
815,310,1 clove garlic
313,310,grated
115,310,salt and ground black pepper to taste
1147,310,1 teaspoon chopped fresh parsley
1148,310,2 wedges lemon
202,311,1 tablespoon vegetable oil
173,311,or to taste
1149,311,2 pounds mackerel fillets
51,311,1 teaspoon salt
1150,311,⅛ teaspoon ground black pepper
106,311,¼ cup butter
44,311,melted
82,311,2 tablespoons lemon juice
1151,311,⅛ teaspoon ground paprika
1152,312,2 tablespoons canola oil
1153,312,2 tablespoons finely chopped lemongrass
317,312,1 tablespoon lemon juice
1154,312,2 teaspoons soy sauce
1155,312,2 teaspoons light brown sugar
1156,312,2 teaspoons minced garlic
1157,312,1 teaspoon fish sauce
1158,312,1 ½ pounds chicken thighs
132,312,or more to taste
1159,312,pounded to an even thickness
992,313,2 cups ice cubes
19,313,or as needed
1160,313,2 fluid ounces orange-flavored vodka
1161,313,1 fluid ounce triple sec liqueur
1162,313,2  valencia oranges
604,313,juiced
1163,313,1 splash lemon-lime soda (such as sprite®)
1164,313,1 slice orange
150,314,2 cups all-purpose flour
126,314,¾ cup white sugar
1043,314,¾ teaspoon baking powder
1165,314,¼ teaspoon fine salt
1166,314,¾ cup frozen unsalted butter
1167,314,2 large egg yolks
472,314,1 ½ teaspoons vanilla extract
1168,314,1 teaspoon apple cider vinegar
19,314,or as needed
377,315,1 (15.25 ounce) package yellow cake mix
1169,315,1 (11 ounce) can mandarin orange segments
1170,315,4 large eggs
148,315,1 cup vegetable oil
1171,315,1 (20 ounce) can crushed pineapple with juice
1142,315,1 (8 ounce) container frozen whipped topping
26,315,thawed
378,315,1 (3.5 ounce) package instant vanilla pudding mix
418,316,¼ cup honey
173,316,or to taste
644,316,1  lemon
604,316,juiced
1172,316,1 tablespoon finely grated ginger root
236,316,¼ teaspoon ground cinnamon
1173,316,3 ½ cups boiling water
1174,317,3  lemons
1175,317,8 cups cold water
19,317,or as needed
78,317,2 cups white sugar
19,317,or as needed
515,318,½ cup olive oil
1176,318,5 cloves cloves garlic
1177,318,minced or pressed through a garlic press
1178,318,2 ½ tablespoons fresh lemon juice
132,318,or more to taste
234,318,1 tablespoon brown sugar
1136,318,1 teaspoon dried oregano
1179,318,1 teaspoon dried thyme
726,318,salt and freshly ground black pepper to taste
278,318,aluminum foil
1180,318,1 teaspoon olive oil
1181,318,1 (3 pound) salmon fillet
1182,318,¼ cup chopped fresh parsley
644,318,1  lemon
645,318,sliced
1183,319,2 cups flour
126,319,¾ cup white sugar
576,319,1 ½ teaspoons baking powder
598,319,¾ teaspoon salt
208,319,½ teaspoon baking soda
231,319,¼ cup unsalted butter
1184,319,cut into pieces and softened
660,319,¾ cup orange juice
1185,319,1 tablespoon grated orange zest
257,319,1 large egg
201,319,beaten
1186,319,1 cup chopped cranberries
139,319,½ cup chopped walnuts (optional)
1187,320,4 cups mashed raspberries
246,320,4 cups white sugar
1188,320,1 tablespoon freshly squeezed lemon juice
1189,321,4  oranges
1190,322,8 ounces orzo pasta
1180,322,1 teaspoon olive oil
1191,322,3 medium carrots
103,322,chopped
132,322,or more to taste
1192,322,3 ribs celery
103,322,chopped
1193,322,1 medium onion
103,322,chopped
1194,322,2 cloves garlic
816,322,minced
162,322,½ teaspoon dried thyme
1195,322,½ teaspoon dried oregano
115,322,salt and ground black pepper to taste
1196,322,1  bay leaf
1197,322,3 (32 ounce) cartons fat-free
1198,322,low-sodium chicken broth
861,322,½ cup fresh lemon juice
644,322,1  lemon
961,322,zested
1199,322,8 ounces cooked chicken breast
103,322,chopped
1200,322,1 (8 ounce) package baby spinach leaves
644,322,1  lemon
1201,322,sliced for garnish (optional)
1202,322,¼ cup grated parmesan cheese (optional)
34,323,1 cup white sugar
43,323,½ cup butter
200,323,2 large eggs
100,323,2 teaspoons vanilla extract
187,323,1 ½ cups all-purpose flour
1203,323,1 ¾ teaspoons baking powder
426,323,¾ cup milk
827,323,1 tablespoon lemon zest
317,323,1 tablespoon lemon juice
1204,324,8 cups chicken broth
861,324,½ cup fresh lemon juice
1205,324,½ cup shredded carrots
101,324,½ cup chopped onion
1206,324,½ cup chopped celery
1207,324,6 tablespoons chicken soup base
1208,324,¼ teaspoon ground white pepper
273,324,¼ cup margarine
556,324,¼ cup all-purpose flour
1209,324,8  egg yolks
1210,324,1 cup cooked white rice
1211,324,1 cup diced
1212,324,cooked chicken meat
1213,324,16 slices  lemon
34,325,1 cup white sugar
43,325,½ cup butter
93,325,softened
1214,325,2 tablespoons fresh lemon zest
149,325,2  eggs
865,325,1 tablespoon fresh lemon juice
274,325,½ teaspoon vanilla extract
1215,325,1 ¾ cups all-purpose flour
576,325,1 ½ teaspoons baking powder
92,325,¼ teaspoon salt
1216,325,¼ cup powdered sugar
1217,326,1 (11 ounce) can mandarin oranges
421,326,drained
1218,326,1 (8 ounce) can crushed pineapple
421,326,drained
1219,326,1 (6 ounce) package orange flavored jell-o® mix
1220,326,16 ounces cottage cheese
1221,326,8 ounces frozen whipped topping
26,326,thawed
741,327,2 tablespoons olive oil
1222,327,1  onion
103,327,chopped
1223,327,4  skinless
497,327,boneless chicken breast halves
1224,327,3 tablespoons ketchup
569,327,3 tablespoons white sugar
1225,327,2 tablespoons soy sauce
82,327,2 tablespoons lemon juice
1226,327,1 teaspoon ground black pepper
1227,328,1 (8 ounce) salmon fillet
115,328,salt and ground black pepper to taste
1228,328,¼ cup chopped basil leaves
1229,328,olive oil cooking spray
644,328,1  lemon
709,328,thinly sliced
1230,329,8 tablespoons butter
57,329,divided
1231,329,1 pound peeled and deveined bay shrimp
317,329,1 tablespoon lemon juice
57,329,divided
1232,329,1 pinch garlic salt
173,329,or to taste
115,329,salt and ground black pepper to taste
141,330,½ cup all-purpose flour
228,330,1 pinch salt
1233,330,2 (6 ounce) skinless
497,330,boneless chicken breast halves
741,330,2 tablespoons olive oil
1234,330,¼ cup dry white wine
628,330,¼ cup lemon juice
1235,330,¼ cup cold unsalted butter
601,330,cut into pieces
1236,330,2 tablespoons capers
421,330,drained
1237,330,2  lemon wedges
517,331,1 tablespoon olive oil
19,331,or as needed
1238,331,1 (3 pound) whole chicken
1239,331,backbone removed
1240,331,kosher salt and ground black pepper to taste
644,331,1  lemon
1241,331,sliced into rounds
1242,331,4 sprigs fresh rosemary
1243,331,½ cup white wine
485,332,1 cup water
1244,332,2 teaspoons honey
419,332,1 teaspoon fresh lemon juice
180,332,1 teaspoon white sugar
173,332,or to taste
553,333,1 (8 ounce) package cream cheese
93,333,softened
106,333,¼ cup butter
82,333,2 tablespoons lemon juice
1245,333,2 teaspoons lemon zest
79,333,1 teaspoon vanilla extract
1246,333,5 cups confectioners' sugar
144,334,cooking spray
1247,334,2 (8 ounce) packages refrigerated crescent roll dough (such as pillsbury® recipe creations®)
57,334,divided
959,334,2  lemons
1248,334,zested and juiced
57,334,divided
633,334,2 (8 ounce) packages cream cheese
93,334,softened
22,334,½ cup white sugar
84,334,2 tablespoons butter
44,334,melted
569,334,3 tablespoons white sugar
517,335,1 tablespoon olive oil
1249,335,4 (4 ounce) fillets orange roughy
1250,335,1  orange
604,335,juiced
644,335,1  lemon
604,335,juiced
1251,335,½ teaspoon lemon pepper
1252,336,1  large eggplant
1253,336,3 tablespoons extra virgin olive oil
620,336,salt and pepper to taste
1115,336,2 tablespoons fresh lemon juice
1,337,3 tablespoons butter
1254,337,2 tablespoons minced shallots
1194,337,2 cloves garlic
816,337,minced
1255,337,1 teaspoon dried tarragon
92,337,¼ teaspoon salt
1256,337,¼ teaspoon white pepper
1257,337,¼ cup white wine
644,337,1  lemon
604,337,juiced
1258,337,1 tablespoon fresh parsley
1259,338,1 (15.25 ounce) package lemon cake mix
200,338,2 large eggs
189,338,⅓ cup vegetable oil
1260,338,1 teaspoon lemon extract
1261,338,⅓ cup confectioners' sugar for decoration
644,339,1  lemon
709,339,thinly sliced
1242,339,4 sprigs fresh rosemary
1262,339,2  salmon fillets
1263,339,bones and skin removed
1264,339,coarse salt to taste
517,339,1 tablespoon olive oil
19,339,or as needed
741,340,2 tablespoons olive oil
84,340,2 tablespoons butter
1265,340,½ small red onion
105,340,diced
1266,340,1 tablespoon minced garlic
1267,340,1 bunch swiss chard
1268,340,stems and center ribs cut out and chopped together
1269,340,leaves coarsely chopped separately
801,340,½ cup dry white wine
865,340,1 tablespoon fresh lemon juice
173,340,or to taste
1270,340,2 tablespoons freshly grated parmesan cheese
1271,340,1 pinch salt to taste
365,341,1  sugar cube
174,341,1 teaspoon water
366,341,1 dash bitters
367,341,2 fluid ounces whiskey (rye or bourbon)
368,341,1  lemon twist
369,341,½ cup ice cubes
19,341,or as needed
370,341,1  orange slice
371,341,for garnish
372,341,1  maraschino cherry
371,341,for garnish
1272,342,2 cups shortbread cookie crumbs
266,342,¼ cup melted butter
1273,343,4 large cloves fresh garlic
1274,343,peeled and sliced
922,343,½ teaspoon kosher salt
1275,343,or other course-grain salt
217,343,1 teaspoon lemon juice
132,343,or more to taste
1276,343,½ cup light
1277,343,extra-virgin olive oil
1278,343,1 teaspoon water to adjust texture
327,343,or more as needed
1042,344,3 cups all-purpose flour
431,344,⅓ cup white sugar
576,344,1 ½ teaspoons baking powder
1279,344,1 ½ teaspoons baking soda
1280,344,⅓ teaspoon salt
1281,344,¾ cup cold butter
601,344,cut into pieces
1282,344,9 tablespoons milk
46,344,3 tablespoons lemon juice
1283,344,2 ½ teaspoons lemon zest
1284,344,1 ½ teaspoons vinegar
1285,345,2  just-ripe bananas
1286,345,sliced in 1/10-inch-thick rounds
327,345,or more as needed
217,345,1 teaspoon lemon juice
173,345,or to taste
84,346,2 tablespoons butter
1287,346,3  skinless
497,346,boneless chicken breast halves
195,346,1 ½ teaspoons salt
1288,346,1 ½ teaspoons ground black pepper
1289,346,2 tablespoons garlic powder
57,346,divided
644,346,1  lemon
604,346,juiced
1136,347,1 teaspoon dried oregano
152,347,½ teaspoon salt
333,347,¼ teaspoon ground black pepper
84,347,2 tablespoons butter
1290,347,2 pounds skinless
497,347,boneless chicken breast halves
24,347,¼ cup water
1291,347,3 tablespoons fresh lemon juice
1194,347,2 cloves garlic
816,347,minced
1292,347,1 teaspoon chicken bouillon granules
1147,347,1 teaspoon chopped fresh parsley
1293,348,4 ½ cups mashed ripe pears
628,348,¼ cup lemon juice
1294,348,3 tablespoons powdered fruit pectin
36,348,1 teaspoon ground cinnamon
184,348,½ teaspoon ground cloves
185,348,½ teaspoon ground allspice
76,348,½ teaspoon ground nutmeg
307,348,7 ½ cups white sugar
211,348,1 teaspoon butter
1295,348,8  half-pint canning jars with lids and rings
19,348,or as needed
485,349,1 cup water
22,349,½ cup white sugar
1296,349,1  cucumber
645,349,sliced
1122,349,6  lemons
604,349,juiced
285,350,1 cup dry bread crumbs
1297,350,¼ cup vegetable oil
1298,350,4  flounder fillets
178,350,1  egg
201,350,beaten
644,350,1  lemon
645,350,sliced
1299,351,4 cups sliced fresh peaches
141,351,½ cup all-purpose flour
122,351,½ cup brown sugar
61,351,½ cup cold butter
36,351,1 teaspoon ground cinnamon
92,351,¼ teaspoon salt
255,351,1 cup rolled oats
1300,352,1 (14.1 ounce) package pastry for a double-crust 9-inch pie
178,352,1  egg
201,352,beaten
1301,352,5 cups sliced peeled peaches
82,352,2 tablespoons lemon juice
34,352,1 cup white sugar
141,352,½ cup all-purpose flour
31,352,½ teaspoon ground cinnamon
52,352,¼ teaspoon ground nutmeg
92,352,¼ teaspoon salt
84,352,2 tablespoons butter
1302,353,2 (16 ounce) cans peaches in heavy syrup
544,353,1 (18.25 ounce) package yellow cake mix
43,353,½ cup butter
31,353,½ teaspoon ground cinnamon
173,353,or to taste
20,354,½ cup unsalted butter
44,354,melted
1303,354,1 cup self-rising flour
34,354,1 cup white sugar
229,354,1 cup milk
1304,354,2 (16 ounce) cans sliced peaches in heavy syrup
1305,355,1 quart strawberries
1306,355,hulled
1307,355,2  fresh peaches - peeled
452,355,pitted
54,355,and sliced
442,355,1  banana
1308,355,broken into chunks
1309,355,2 cups ice
1310,355,1 cup orange-peach-mango juice
512,356,2 ½ cups all-purpose flour
1311,356,4 tablespoons white sugar
57,356,divided
51,356,1 teaspoon salt
1312,356,1 cup shortening
257,356,1 large egg
344,356,¼ cup cold water
134,356,1 tablespoon butter
44,356,melted
1313,357,1 cup original bisquick® mix
229,357,1 cup milk
76,357,½ teaspoon ground nutmeg
1314,357,½ cup butter or margarine
44,357,melted
1315,357,1 (29 ounce) can sliced peaches
421,357,drained
1316,357,1 cup sugar
1317,358,2 (15.25 ounce) cans peaches in light syrup
377,358,1 (15.25 ounce) package yellow cake mix
43,358,½ cup butter
44,358,melted
280,359,4 tablespoons butter
60,359,¾ cup all-purpose flour
1318,359,¾ cup sugar
196,359,1 teaspoon baking powder
92,359,¼ teaspoon salt
426,359,¾ cup milk
1319,359,2 cups of sliced fresh peaches or nectarines
1320,359,or whole blueberries
1321,359,strawberries
1322,359,raspberries
1323,359,blackberries or a combination of fruits (or a 12-ounce package of frozen berries)
16,359,1 tablespoon sugar
1324,360,12  fresh peaches
522,360,pitted and chopped
48,360,4 ½ cups white sugar
1325,360,1 (2 ounce) package dry pectin
1326,361,2 ½ pounds fresh peaches - peeled
522,361,pitted and chopped
1327,361,1 pint half-and-half cream
22,361,½ cup white sugar
97,361,1 (14 ounce) can sweetened condensed milk
952,361,1 (12 fluid ounce) can evaporated milk
79,361,1 teaspoon vanilla extract
1328,361,2 cups whole milk
19,361,or as needed
34,362,1 cup white sugar
43,362,½ cup butter
581,362,room temperature
1303,362,1 cup self-rising flour
229,362,1 cup milk
1329,362,1 (15 ounce) can peaches
1042,363,3 cups all-purpose flour
70,363,1 tablespoon ground cinnamon
151,363,1 teaspoon baking soda
51,363,1 teaspoon salt
1330,363,1 ¼ cups vegetable oil
510,363,3  eggs
15,363,lightly beaten
78,363,2 cups white sugar
1331,363,2 cups peeled
452,363,pitted
1332,363,and chopped peaches
1333,364,2 sheets refrigerated pie crust
1334,364,2 teaspoons all-purpose flour
19,364,or as needed
1335,364,2 pounds sliced frozen peaches
22,364,½ cup white sugar
217,364,1 teaspoon lemon juice
31,364,½ teaspoon ground cinnamon
218,364,⅛ teaspoon salt
453,364,3 tablespoons cornstarch
257,364,1 large egg
201,364,beaten
198,364,1 tablespoon white sugar
1336,364,1 tablespoon coarse sparkling sugar
60,365,¾ cup all-purpose flour
152,365,½ teaspoon salt
196,365,1 teaspoon baking powder
1337,365,1 (3 ounce) package non-instant vanilla pudding mix
1,365,3 tablespoons butter
93,365,softened
178,365,1  egg
1338,365,½ cup milk
1315,365,1 (29 ounce) can sliced peaches
1339,365,drained and syrup reserved
553,365,1 (8 ounce) package cream cheese
93,365,softened
22,365,½ cup white sugar
198,365,1 tablespoon white sugar
36,365,1 teaspoon ground cinnamon
1340,366,4  fresh peaches
19,366,or as needed
431,366,⅓ cup white sugar
173,366,or to taste
24,366,¼ cup water
1341,366,1 ½ cups heavy cream
246,367,4 cups white sugar
1342,367,1 cup white vinegar
485,367,1 cup water
1343,367,2 tablespoons whole cloves
1344,367,4 pounds fresh clingstone peaches
1345,367,blanched and peeled
1346,367,5 (3 inch) cinnamon sticks
1347,368,2 (10 ounce) packages frozen sliced peaches(such as cascadian farm®)
1348,368,thawed and drained
1349,368,1 (10 ounce) package frozen blueberries(such as cascadian farm®)
1348,368,thawed and drained
493,368,2 teaspoons lemon juice
136,368,2 tablespoons all-purpose flour
55,368,2 tablespoons white sugar
1350,369,2 (29 ounce) cans sliced peaches in juice
150,369,2 cups all-purpose flour
1316,369,1 cup sugar
696,369,¾ cup unsalted butter
93,369,softened
520,369,1 cup chopped pecans
39,370,1 cup all-purpose flour
188,370,2 teaspoons baking powder
126,370,¾ cup white sugar
426,370,¾ cup milk
106,370,¼ cup butter
427,370,2 cups sliced fresh peaches
1351,371,2 (29 ounce) cans peaches
126,371,¾ cup white sugar
122,371,½ cup brown sugar
20,371,½ cup unsalted butter
85,371,1 tablespoon cornstarch
79,371,1 teaspoon vanilla extract
36,371,1 teaspoon ground cinnamon
1352,371,½ teaspoon nutmeg
228,371,1 pinch salt
1353,371,1 (16 ounce) can refrigerated buttermilk biscuit dough (such as pillsbury grands!®)
1354,371,1 pinch ground cinnamon
1355,371,1 pinch white sugar
1356,371,1 pinch ground nutmeg
1357,371,1  pastry for a 9-inch pie crust
1324,372,12  fresh peaches
1358,372,pitted and sliced
485,372,1 cup water
34,372,1 cup white sugar
31,372,½ teaspoon ground cinnamon
1359,372,1 (18.25 ounce) package white cake mix
553,372,1 (8 ounce) package cream cheese
43,372,½ cup butter
1360,373,1 cup butter or margarine
93,373,softened
78,373,2 cups white sugar
225,373,4  eggs
79,373,1 teaspoon vanilla extract
1042,373,3 cups all-purpose flour
196,373,1 teaspoon baking powder
152,373,½ teaspoon salt
1361,373,2 cups fresh peaches
522,373,pitted and chopped
1362,374,4 (750 milliliter) bottles moscato wine
1363,374,4 (12 fluid ounce) cans or bottles lemon-lime soda (such as sprite®)
1364,374,1 cup brandy
1365,374,1 cup peach schnapps
1366,374,2  fresh peaches
1358,374,pitted and sliced
1367,374,1 (16 ounce) package fresh strawberries
645,374,sliced
1368,374,2  mangos - peeled
1013,374,seeded
54,374,and sliced
1369,374,½  fresh pineapple - peeled
8,374,cored
171,374,and cut into chunks
1370,374,1 (6 ounce) container fresh raspberries
43,375,½ cup butter
34,375,1 cup white sugar
1371,375,¾ cup self-rising flour
426,375,¾ cup milk
1372,375,1 (29 ounce) can sliced peaches in light syrup
1373,376,6 large eggs
201,376,beaten
1374,376,3 ½ cups white sugar
1375,376,10  fresh peaches
522,376,pitted and chopped
1376,376,4 cups heavy cream
1377,376,2 cups half-and-half cream
100,376,2 teaspoons vanilla extract
598,376,¾ teaspoon salt
1378,377,6 large  fresh peaches
1379,377,pitted and cut into eighths
644,377,1  lemon
1248,377,zested and juiced
1380,378,8 teaspoons brown sugar
84,378,2 tablespoons butter
619,378,cut into 8 pieces
1354,378,1 pinch ground cinnamon
132,378,or more to taste
1381,378,4  ripe peaches
854,378,halved and pitted
1382,378,4 scoops vanilla ice cream
1383,379,4 cups peeled and sliced fresh peaches
1384,379,1 cup fresh blackberries
30,379,¼ cup white sugar
36,379,1 teaspoon ground cinnamon
317,379,1 tablespoon lemon juice
43,379,½ cup butter
44,379,melted
258,379,1 ¼ cups all-purpose flour
34,379,1 cup white sugar
188,379,2 teaspoons baking powder
152,379,½ teaspoon salt
229,379,1 cup milk
1385,380,2 ½ cups sliced peaches
126,380,¾ cup white sugar
85,380,1 tablespoon cornstarch
1386,380,1 tablespoon minute tapioca
1387,380,1 dash dash of nutmeg
1388,381,1 cup plain yogurt
1389,381,1 (15.25 ounce) can peaches
437,381,2  bananas
645,381,sliced
345,381,¼ cup orange juice
30,381,¼ cup white sugar
173,381,or to taste
1390,381,2 cubes  ice
1391,382,3  egg
201,382,beaten
353,382,1 ¾ cups white sugar
148,382,1 cup vegetable oil
150,382,2 cups all-purpose flour
51,382,1 teaspoon salt
36,382,1 teaspoon ground cinnamon
151,382,1 teaspoon baking soda
1392,382,2 cups fresh peaches - peeled
452,382,pitted
54,382,and sliced
263,382,½ cup chopped pecans
106,383,¼ cup butter
1393,383,½ cup packed light brown sugar
52,383,¼ teaspoon ground nutmeg
1394,383,5  fresh peaches - peeled
1395,383,pitted and halved
43,383,½ cup butter
93,383,softened
22,383,½ cup white sugar
178,383,1  egg
258,383,1 ¼ cups all-purpose flour
188,383,2 teaspoons baking powder
152,383,½ teaspoon salt
1338,383,½ cup milk
1375,384,10  fresh peaches
1358,384,pitted and sliced
597,384,⅓ cup all-purpose flour
34,384,1 cup white sugar
106,384,¼ cup butter
412,384,1 recipe pastry for a 9 inch double crust pie
1315,385,1 (29 ounce) can sliced peaches
84,385,2 tablespoons butter
44,385,melted
1354,385,1 pinch ground cinnamon
1356,385,1 pinch ground nutmeg
85,385,1 tablespoon cornstarch
37,385,½ cup water
229,385,1 cup milk
34,385,1 cup white sugar
39,385,1 cup all-purpose flour
188,385,2 teaspoons baking powder
228,385,1 pinch salt
43,385,½ cup butter
36,385,1 teaspoon ground cinnamon
52,385,¼ teaspoon ground nutmeg
39,386,1 cup all-purpose flour
122,386,½ cup brown sugar
22,386,½ cup white sugar
188,386,2 teaspoons baking powder
152,386,½ teaspoon salt
79,386,1 teaspoon vanilla extract
426,386,¾ cup milk
1396,386,½ cup margarine
44,386,melted
1397,386,1 (29 ounce) can sliced canned peaches
421,386,drained
36,386,1 teaspoon ground cinnamon
1315,387,1 (29 ounce) can sliced peaches
1398,387,2 teaspoons ground cinnamon (optional)
30,387,¼ cup white sugar
1399,387,1 (9 ounce) package yellow cake mix
1400,387,4 teaspoons margarine
126,388,¾ cup white sugar
84,388,2 tablespoons butter
93,388,softened
597,388,⅓ cup all-purpose flour
52,388,¼ teaspoon ground nutmeg
1401,388,6  fresh peaches - pitted
1402,388,skinned
54,388,and sliced
1403,388,1 recipe pastry for a 9 inch single crust pie
22,389,½ cup white sugar
85,389,1 tablespoon cornstarch
236,389,¼ teaspoon ground cinnamon
1299,389,4 cups sliced fresh peaches
217,389,1 teaspoon lemon juice
1404,390,1 (29 ounce) can sliced peaches in heavy syrup
1405,390,undrained
1406,390,1 (18.25 ounce) box yellow cake mix
359,390,¾ cup butter
1407,390,sliced into pats
1408,390,or more if needed
1392,391,2 cups fresh peaches - peeled
1395,391,pitted and halved
97,391,1 (14 ounce) can sweetened condensed milk
510,391,3  eggs
15,391,lightly beaten
1409,391,1 ¼ cups hot water
106,391,¼ cup butter
44,391,melted
36,391,1 teaspoon ground cinnamon
79,391,1 teaspoon vanilla extract
1410,391,4 cups french bread
1411,391,torn into small pieces
887,392,2 tablespoons extra-virgin olive oil
1412,392,1 tablespoon balsamic vinegar
1413,392,1 teaspoon flaked salt
57,392,divided
1414,392,2 large heirloom tomatoes
709,392,thinly sliced
1415,392,2  ripe peaches - halved
452,392,pitted
1416,392,and sliced into half moons
1417,392,6 leaves fresh basil
1418,392,1 (8 ounce) ball fresh mozzarella
709,392,thinly sliced
1419,393,1 (16 ounce) package frozen peach slices
1420,393,⅓ cup brown sugar substitute
1421,393,¼ cup pecans
35,393,1 tablespoon all-purpose flour
79,393,1 teaspoon vanilla extract
126,394,¾ cup white sugar
43,394,½ cup butter
93,394,softened
234,394,1 tablespoon brown sugar
1422,394,1 tablespoon instant hot chocolate mix
1423,394,3  bananas
4,394,peeled
1424,394,1 large fresh peach - peeled
452,394,pitted
288,394,and diced
322,394,¼ cup milk
149,394,2  eggs
538,394,1 tablespoon vanilla extract
150,394,2 cups all-purpose flour
